"satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary","salesaccounting","saleshr","salesIT","salesmanagement","salesmarketing","salesproduct_mng","salesRandD","salessales","salessupport","Y_A","Y_0","Y_1"
0.87,0.75,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0507430476054013,0.0507430476054013,0.0178243349843117
0.94,0.77,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.311610564079737,0.748469001687101,0.311610564079737
0.69,0.97,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606304272539587,0.0606304272539587,0.0172685770309381
0.44,0.53,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2653748469801,0.2653748469801,0.06768336314806
0.85,0.55,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021911810797801,0.021911810797801,0.0115250054765764
0.18,0.86,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0268835700608155,0.0787696564543012,0.0268835700608155
0.91,0.74,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236762681042532,0.0236762681042532,0.0142341677038305
0.82,0.59,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0144059897460665,0.0354630543170529,0.0144059897460665
0.92,0.84,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0107380162231554,0.0122517181582479,0.0107380162231554
0.61,0.69,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0236284958092155,0.0541170500985855,0.0236284958092155
0.72,0.52,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0195912618551451,0.0195912618551451,0.0142479505464775
0.75,0.77,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0267006475414376,0.0794532344670332,0.0267006475414376
0.77,0.8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.634096216518452,0.634096216518452,0.202891086986665
0.55,0.72,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0236550239357245,0.0236550239357245,0.0125636975017186
0.96,0.78,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0125636975017186,0.0236550239357245,0.0125636975017186
0.18,0.73,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.76243849489254,0.76243849489254,0.406017331536073
0.22,0.62,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.142222293589634,0.142222293589634,0.0324883154723571
0.95,0.49,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.37,0.71,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0262689716474004,0.032901412881147,0.0262689716474004
0.84,0.45,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0240613811862278,0.0240613811862278,0.0126636568402548
0.8,0.68,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.57,0.55,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.98,0.63,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.370442296546451,0.370442296546451,0.0710978442794809
0.95,0.62,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.8,0.65,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0841252308347422,0.0841252308347422,0.0416403162426441
0.52,0.7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0498503307435645,0.0498503307435645,0.0131444312866633
0.62,0.76,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0940618778577002,0.37138998990082,0.0940618778577002
0.94,0.74,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.456413657054636,0.456413657054636,0.0961278968037783
0.51,0.62,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.41,0.75,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.98,0.99,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.96,0.55,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.55,0.97,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0770204528673897,0.0770204528673897,0.0181919692963707
0.99,0.71,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.51,0.98,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.74,0.9,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.81,0.87,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0182971244997585,0.0182971244997585,0.0116005149989809
0.51,0.87,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.112815095775101,0.112815095775101,0.0245586002792463
0.68,0.64,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.261503260490461,0.261503260490461,0.186709782995074
0.69,0.63,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.71,0.65,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.64,0.56,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.62,0.58,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2653748469801,0.2653748469801,0.06768336314806
0.81,0.5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0122517181582479,0.0122517181582479,0.0107380162231554
0.84,0.54,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298208754741296,0.298208754741296,0.19645930719459
1,0.67,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281105578707509,0.0281105578707509,0.0124221509007522
0.77,0.43,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.123514228374317,0.439550549937264,0.123514228374317
1,0.99,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112349672740944,0.112349672740944,0.0236490488160686
0.59,0.56,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.142241266999546,0.142241266999546,0.0605673124104522
0.72,0.82,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0221597968163581,0.0221597968163581,0.0121454416031515
0.73,0.65,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.327197629170817,0.327197629170817,0.0862700806420287
0.9,0.54,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0308452223132972,0.0308452223132972,0.0139055981105245
0.59,0.65,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.345811649259548,0.345811649259548,0.143065290950598
0.52,0.9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.441088298632597,0.441088298632597,0.285392059073153
0.85,0.49,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.345811649259548,0.345811649259548,0.143065290950598
0.35,0.4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.441088298632597,0.441088298632597,0.285392059073153
0.7,0.68,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0534928129643051,0.0534928129643051,0.0186115002331005
0.58,0.86,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0156364287678492,0.0156364287678492,0.0111398984413754
0.89,0.5,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.222600081239842,0.222600081239842,0.04187129867065
0.54,0.63,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0156364287678492,0.0156364287678492,0.0111398984413754
0.55,0.89,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0156364287678492,0.0156364287678492,0.0111398984413754
0.55,0.61,1,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.401317166339721,0.401317166339721,0.0586036862933232
0.6,0.77,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.75,0.9,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0250858864585889,0.0250858864585889,0.0132325896809449
0.57,0.88,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.439317204524473,0.439317204524473,0.0660660769600283
0.69,0.94,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.87,0.98,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0121938948813624,0.0121938948813624,0.0107358276954037
0.76,0.77,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0198421289037019,0.0905971639769677,0.0198421289037019
0.2,0.58,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.182952771134797,0.182952771134797,0.0577799144990791
0.53,0.71,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.256465926445044,0.256465926445044,0.0510462839076779
0.75,0.76,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.116804800745303,0.116804800745303,0.033877598403469
0.55,0.91,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.58,0.65,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.99,0.64,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.163895567415534,0.163895567415534,0.030443536417796
0.96,0.86,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.82,0.92,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.78,0.97,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.541702717413262,0.541702717413262,0.113477700783205
0.88,0.59,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0507430476054013,0.0507430476054013,0.0178243349843117
0.6,0.68,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439209978955078,0.439209978955078,0.207232984414128
0.82,0.51,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281105578707509,0.0281105578707509,0.0124221509007522
0.67,0.56,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.55,0.61,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281105578707509,0.0281105578707509,0.0124221509007522
0.73,0.62,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200193997565347,0.200193997565347,0.0659640415697045
0.59,0.68,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606304272539587,0.0606304272539587,0.0172685770309381
0.56,0.99,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281105578707509,0.0281105578707509,0.0124221509007522
0.87,0.57,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.077991405648243,0.077991405648243,0.0391990937257174
0.16,0.78,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0227218310000237,0.126385196370597,0.0227218310000237
0.77,0.71,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236762681042532,0.0236762681042532,0.0142341677038305
0.72,0.81,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.634096216518452,0.634096216518452,0.202891086986665
0.88,0.95,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0221597968163581,0.0221597968163581,0.0121454416031515
0.91,0.55,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0221597968163581,0.0221597968163581,0.0121454416031515
0.96,0.6,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0864919559706137,0.0864919559706137,0.0243506300025467
0.49,0.8,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.348478181668372,0.348478181668372,0.0929781075962958
0.8,0.87,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0236550239357245,0.0236550239357245,0.0125636975017186
0.91,0.67,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0216851498780647,0.0216851498780647,0.0123574641945679
0.18,0.79,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.222600081239842,0.222600081239842,0.04187129867065
0.44,0.61,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.032901412881147,0.032901412881147,0.0262689716474004
0.96,0.59,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0240613811862278,0.0240613811862278,0.0126636568402548
0.55,0.97,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.99,0.54,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0255820914165385,0.0255820914165385,0.0120416653800079
0.75,0.88,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0385227924140799,0.0385227924140799,0.0123205481738652
0.66,0.78,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.96,0.57,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0498503307435645,0.0498503307435645,0.0131444312866633
0.6,0.86,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867900494111392,0.867900494111392,0.661122763486866
0.16,0.72,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0196311895628137,0.0751707198786521,0.0196311895628137
0.77,0.56,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.773571467153302,0.773571467153302,0.29295497904707
0.73,0.62,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026581076589639,0.026581076589639,0.0122929266273935
0.39,0.68,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.256465926445044,0.256465926445044,0.0510462839076779
0.92,0.8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0751707198786521,0.0751707198786521,0.0196311895628137
0.34,0.78,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0843669767747234,0.0843669767747234,0.0241078185141416
0.94,0.51,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0146500605329171,0.0146500605329171,0.0107583711277748
0.82,0.65,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.330037984372436,0.330037984372436,0.305754855438966
0.26,0.69,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0123171124293161,0.0123171124293161,0.0107735312397079
0.78,0.53,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.330037984372436,0.330037984372436,0.305754855438966
0.61,0.95,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0251290007255549,0.0251290007255549,0.0153011681748377
0.52,0.96,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.653514994521885,0.653514994521885,0.333485668523929
0.89,0.79,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.261503260490461,0.261503260490461,0.186709782995074
0.85,0.52,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298208754741296,0.298208754741296,0.19645930719459
0.62,0.86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.38,0.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.83,0.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602073614124666,0.602073614124666,0.30569323985692
0.62,0.65,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.6,0.54,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2653748469801,0.2653748469801,0.06768336314806
0.62,0.5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0123364450823917,0.0123364450823917,0.0107712262900459
0.23,0.88,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021911810797801,0.021911810797801,0.0115250054765764
0.4,0.85,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0127162564285845,0.0308641986371129,0.0127162564285845
0.36,0.61,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137660215703752,0.137660215703752,0.0533613267332295
0.64,0.49,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0152261407567973,0.0152261407567973,0.0110252084651859
0.12,0.39,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.142241266999546,0.142241266999546,0.0605673124104522
0.6,0.7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0421640447908027,0.0421640447908027,0.0204186010341352
0.36,0.62,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0421640447908027,0.0421640447908027,0.0204186010341352
0.63,0.76,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.345811649259548,0.345811649259548,0.143065290950598
0.67,0.94,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0236550239357245,0.0236550239357245,0.0125636975017186
0.83,0.9,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0864919559706137,0.0864919559706137,0.0243506300025467
0.48,0.9,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0245183495613049,0.0245183495613049,0.0127786826776632
0.89,0.56,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.391328318659653,0.391328318659653,0.086651615409435
0.71,0.96,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0156364287678492,0.0156364287678492,0.0111398984413754
0.31,0.59,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.349217786649256,0.349217786649256,0.253137768413712
0.38,0.51,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.349217786649256,0.349217786649256,0.253137768413712
0.88,0.92,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.64,0.85,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0255820914165385,0.0255820914165385,0.0120416653800079
0.65,0.74,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0146500605329171,0.0146500605329171,0.0107583711277748
0.65,0.81,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0250858864585889,0.0250858864585889,0.0132325896809449
0.54,0.97,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0498503307435645,0.0498503307435645,0.0131444312866633
0.69,0.76,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439209978955078,0.439209978955078,0.207232984414128
0.77,0.78,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0607040331647687,0.0607040331647687,0.0128519116703505
0.28,0.66,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0244518509111139,0.0244518509111139,0.0121642924303423
0.42,0.67,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.109503193215924,0.665175704116469,0.109503193215924
0.43,0.44,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0643773104328266,0.0643773104328266,0.0201068430290795
0.84,0.65,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0313537306705886,0.0313537306705886,0.0141205518557919
0.94,0.55,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37138998990082,0.37138998990082,0.0940618778577002
0.89,0.76,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.617050871958479,0.617050871958479,0.445046499367227
0.69,0.75,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0239428269314242,0.0239428269314242,0.0115758341415888
0.18,0.99,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.173147027793799,0.173147027793799,0.0902392912438348
0.98,0.69,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.102181809111051,0.102181809111051,0.0274859332449609
0.49,0.52,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0124941995090829,0.0284950323696822,0.0124941995090829
0.59,0.5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0124221509007522,0.0281105578707509,0.0124221509007522
0.24,0.65,2,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0285236384193658,0.17550751353113,0.0285236384193658
0.18,0.87,2,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.295362549212474,0.780885484900024,0.295362549212474
0.73,0.62,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0324883154723571,0.142222293589634,0.0324883154723571
0.78,0.63,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0276077882453173,0.113222122066666,0.0276077882453173
0.94,0.73,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0186429632502543,0.0343651371531948,0.0186429632502543
0.86,0.53,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0123574641945679,0.0216851498780647,0.0123574641945679
0.97,0.88,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.285392059073153,0.441088298632597,0.285392059073153
0.49,0.54,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.285392059073153,0.441088298632597,0.285392059073153
0.82,0.48,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.031909205449819,0.0614478803263681,0.031909205449819
0.86,0.64,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0875941453892725,0.289651122991464,0.0875941453892725
0.3,0.39,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0122971611390591,0.0122971611390591,0.0107731835943262
0.7,0.38,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0240613811862278,0.0240613811862278,0.0126636568402548
0.8,0.78,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0545872546160203,0.0545872546160203,0.0188261389877085
0.36,0.63,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.221329867573384,0.221329867573384,0.0960884271873199
0.4,0.61,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.8,0.58,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.124523948347805,0.124523948347805,0.0930187807440258
0.98,0.73,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0887066148984024,0.0887066148984024,0.0467415770048253
0.92,0.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665175704116469,0.665175704116469,0.109503193215924
0.68,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.163895567415534,0.163895567415534,0.030443536417796
1,0.59,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0346101554898972,0.0346101554898972,0.0123449368546234
0.8,0.54,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421378053846666,0.421378053846666,0.0899859143987825
0.85,0.69,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0793996183155103,0.0793996183155103,0.0184196410127942
0.69,0.6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.658495715067802,0.658495715067802,0.357632752548002
0.57,0.52,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0255820914165385,0.0255820914165385,0.0120416653800079
0.33,0.72,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.370442296546451,0.370442296546451,0.0710978442794809
0.61,0.45,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.109503193215924,0.665175704116469,0.109503193215924
0.65,0.57,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0940618778577002,0.37138998990082,0.0940618778577002
0.95,0.83,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0123205481738652,0.0385227924140799,0.0123205481738652
0.63,0.64,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0577799144990791,0.182952771134797,0.0577799144990791
0.72,0.6,1,5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0109013548596633,0.0134422331905238,0.0109013548596633
0.8,0.57,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0940618778577002,0.37138998990082,0.0940618778577002
0.7,0.57,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.033877598403469,0.116804800745303,0.033877598403469
0.45,0.79,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0141264007811094,0.0258350719706142,0.0141264007811094
0.64,0.85,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0318662896572281,0.0318662896572281,0.0143972306718577
0.57,0.76,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.261503260490461,0.261503260490461,0.186709782995074
0.35,0.56,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.653514994521885,0.653514994521885,0.333485668523929
0.75,0.81,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.541702717413262,0.541702717413262,0.113477700783205
0.7,0.92,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0184211661854613,0.0184211661854613,0.0114347378797744
0.7,0.47,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284950323696822,0.0284950323696822,0.0124941995090829
0.61,0.62,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281105578707509,0.0281105578707509,0.0124221509007522
0.5,0.65,2,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.334869824589152,0.917709510618011,0.334869824589152
0.84,0.72,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0221597968163581,0.0221597968163581,0.0121454416031515
0.17,0.85,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0207536789212796,0.0207536789212796,0.0129197936753679
0.49,0.59,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0240613811862278,0.0240613811862278,0.0126636568402548
0.34,0.69,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0545872546160203,0.0545872546160203,0.0188261389877085
0.86,0.81,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.222600081239842,0.222600081239842,0.04187129867065
0.51,0.71,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0123604062906699,0.0123604062906699,0.0107711106182704
0.49,0.99,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0134422331905238,0.0134422331905238,0.0109013548596633
0.49,0.63,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.330037984372436,0.330037984372436,0.305754855438966
0.51,0.59,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0123449368546234,0.0346101554898972,0.0123449368546234
0.64,0.52,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298208754741296,0.298208754741296,0.19645930719459
0.62,0.85,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0120152978249479,0.0233249611490865,0.0120152978249479
0.81,0.52,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0879599875692237,0.493949687414251,0.0879599875692237
